Complaint ID,Customer ID,Product/Service,Complaint Category,Date Filed,Date Resolved,Status,Resolution Time (Days)
652824,19845,Digital Scale,Product Quality,2024-05-10,2024-05-13 00:00:00,Resolved,3.0
947505,44859,Weight Loss Program,Product Quality,2023-12-12,2023-12-26 00:00:00,Resolved,14.0
593654,82914,Customer Support Service,Delivery,2023-11-18,Unresolved,Unresolved,0.0
648248,31091,Digital Scale,Service,2024-03-04,2024-03-10 00:00:00,Resolved,6.0
542956,30096,Home Security System,Service,2024-06-09,2024-06-26 00:00:00,Resolved,17.0
372128,19379,Home Security System,Service,2023-12-31,Unresolved,Unresolved,0.0
424984,80225,Mobile Banking App,Delivery,2024-02-12,2024-03-09 00:00:00,Resolved,26.0
117952,79145,Home Security System,Billing,2023-09-27,2023-10-14 00:00:00,Resolved,17.0
787925,29198,Personal Safe,Delivery,2023-10-21,2023-11-07 00:00:00,Resolved,17.0
217326,49654,Home Security System,Delivery,2024-04-11,Unresolved,Unresolved,0.0
193043,55551,Personal Safe,Technical Support,2024-08-13,2024-09-04 00:00:00,Resolved,22.0
339958,42082,Mobile Banking App,Delivery,2023-11-19,2023-12-18 00:00:00,Resolved,29.0
764141,67773,Insurance Plan,Delivery,2023-11-18,2023-12-05 00:00:00,Resolved,17.0
455748,62911,Weight Loss Program,Service,2023-10-22,2023-11-12 00:00:00,Resolved,21.0
820870,69079,Digital Scale,Product Quality,2023-12-30,Unresolved,Unresolved,0.0
509751,16742,Mobile Banking App,Product Quality,2023-12-10,2024-01-04 00:00:00,Resolved,25.0
921032,76830,Personal Safe,Product Quality,2024-03-07,Unresolved,Unresolved,0.0
742788,11007,Fitness Tracker,Billing,2023-12-28,2024-01-06 00:00:00,Resolved,9.0
528390,41382,Weight Loss Program,Technical Support,2024-05-02,Unresolved,Unresolved,0.0
682631,50185,Home Security System,Product Quality,2024-06-19,Unresolved,Unresolved,0.0
829417,30837,Cloud Storage,Technical Support,2024-01-01,2024-01-17 00:00:00,Resolved,16.0
506743,71910,Mobile Banking App,Delivery,2023-11-22,Unresolved,Unresolved,0.0
922907,26890,Fitness Tracker,Technical Support,2023-12-30,Unresolved,Unresolved,0.0
304984,81181,Drone Delivery Service,Product Quality,2024-04-21,Unresolved,Unresolved,0.0
242112,23102,Customer Support Service,Billing,2023-11-10,2023-11-20 00:00:00,Resolved,10.0
965198,12300,Mobile Banking App,Delivery,2024-03-01,2024-03-05 00:00:00,Resolved,4.0
670918,49204,Digital Scale,Delivery,2024-03-23,2024-04-17 00:00:00,Resolved,25.0
744782,26134,Customer Support Service,Technical Support,2024-05-23,2024-06-11 00:00:00,Resolved,19.0
539663,76779,Weight Loss Program,Service,2023-12-23,2024-01-03 00:00:00,Resolved,11.0
888552,69473,Cloud Storage,Service,2024-08-20,2024-09-16 00:00:00,Resolved,27.0
835731,98200,Insurance Plan,Billing,2024-05-08,2024-05-10 00:00:00,Resolved,2.0
684549,11597,Personal Safe,Technical Support,2023-09-13,2023-09-20 00:00:00,Resolved,7.0
307840,84822,Cloud Storage,Delivery,2024-01-24,2024-02-17 00:00:00,Resolved,24.0
223187,50485,Drone Delivery Service,Technical Support,2024-08-20,2024-08-21 00:00:00,Resolved,1.0
723885,66141,Fitness Tracker,Product Quality,2024-05-28,2024-06-09 00:00:00,Resolved,12.0
884909,75378,Digital Scale,Product Quality,2023-10-13,2023-11-02 00:00:00,Resolved,20.0
121784,99643,Fitness Tracker,Delivery,2024-04-13,2024-05-07 00:00:00,Resolved,24.0
619378,83378,Cloud Storage,Technical Support,2024-06-11,2024-07-06 00:00:00,Resolved,25.0
267422,75424,Fitness Tracker,Billing,2024-06-13,2024-07-02 00:00:00,Resolved,19.0
472989,62467,Drone Delivery Service,Technical Support,2024-05-02,2024-05-05 00:00:00,Resolved,3.0
460061,45638,Drone Delivery Service,Delivery,2024-07-14,2024-07-25 00:00:00,Resolved,11.0
417941,90303,Home Security System,Service,2024-07-22,2024-08-18 00:00:00,Resolved,27.0
390388,80741,Mobile Banking App,Delivery,2023-12-14,Unresolved,Unresolved,0.0
984667,14576,Insurance Plan,Product Quality,2024-06-13,2024-07-10 00:00:00,Resolved,27.0
745258,45043,Insurance Plan,Delivery,2024-04-22,Unresolved,Unresolved,0.0
715432,69856,Insurance Plan,Service,2024-02-12,2024-02-17 00:00:00,Resolved,5.0
850144,38914,Home Security System,Product Quality,2024-06-17,2024-07-12 00:00:00,Resolved,25.0
310595,28396,Customer Support Service,Billing,2023-11-24,2023-11-30 00:00:00,Resolved,6.0
805482,86651,Personal Safe,Billing,2024-03-10,Unresolved,Unresolved,0.0
668827,56357,Insurance Plan,Technical Support,2024-07-16,2024-08-02 00:00:00,Resolved,17.0
940653,53021,Mobile Banking App,Billing,2023-12-09,Unresolved,Unresolved,0.0
528097,30579,Drone Delivery Service,Technical Support,2024-01-16,2024-02-06 00:00:00,Resolved,21.0
406997,79902,Cloud Storage,Product Quality,2024-04-07,2024-04-17 00:00:00,Resolved,10.0
541491,64855,Cloud Storage,Billing,2024-05-09,2024-05-16 00:00:00,Resolved,7.0
946112,29181,Fitness Tracker,Service,2023-10-14,2023-11-13 00:00:00,Resolved,30.0
885321,75162,Fitness Tracker,Technical Support,2024-05-07,2024-05-08 00:00:00,Resolved,1.0
370275,82294,Personal Safe,Billing,2023-09-17,Unresolved,Unresolved,0.0
444156,90657,Cloud Storage,Product Quality,2024-05-23,2024-06-20 00:00:00,Resolved,28.0
507881,21121,Customer Support Service,Billing,2024-02-17,2024-03-05 00:00:00,Resolved,17.0
477749,29401,Customer Support Service,Technical Support,2023-12-31,2024-01-13 00:00:00,Resolved,13.0
722162,75371,Cloud Storage,Technical Support,2024-01-12,2024-01-31 00:00:00,Resolved,19.0
734757,71182,Weight Loss Program,Service,2024-05-09,2024-05-31 00:00:00,Resolved,22.0
790250,39204,Weight Loss Program,Product Quality,2024-02-02,2024-02-27 00:00:00,Resolved,25.0
640110,22977,Mobile Banking App,Billing,2023-12-13,2023-12-27 00:00:00,Resolved,14.0
944645,87849,Cloud Storage,Technical Support,2023-10-21,2023-11-09 00:00:00,Resolved,19.0
340842,60013,Digital Scale,Product Quality,2024-01-18,2024-02-11 00:00:00,Resolved,24.0
422539,31718,Home Security System,Product Quality,2024-02-12,2024-03-09 00:00:00,Resolved,26.0
770869,86652,Customer Support Service,Technical Support,2024-07-18,2024-07-21 00:00:00,Resolved,3.0
465300,67163,Weight Loss Program,Service,2024-05-14,2024-05-19 00:00:00,Resolved,5.0
584845,76496,Drone Delivery Service,Product Quality,2024-04-06,2024-04-19 00:00:00,Resolved,13.0
490294,64905,Weight Loss Program,Technical Support,2024-02-10,Unresolved,Unresolved,0.0
770633,33880,Personal Safe,Technical Support,2024-03-15,2024-04-02 00:00:00,Resolved,18.0
765406,84068,Mobile Banking App,Technical Support,2023-09-12,2023-10-12 00:00:00,Resolved,30.0
744654,97862,Personal Safe,Technical Support,2023-11-07,2023-12-03 00:00:00,Resolved,26.0
960296,47154,Digital Scale,Product Quality,2024-01-25,2024-02-20 00:00:00,Resolved,26.0
738037,30692,Drone Delivery Service,Billing,2024-03-17,2024-04-11 00:00:00,Resolved,25.0
279547,43131,Digital Scale,Delivery,2024-04-15,2024-04-20 00:00:00,Resolved,5.0
643470,69824,Drone Delivery Service,Technical Support,2023-11-09,2023-11-13 00:00:00,Resolved,4.0
198333,74773,Insurance Plan,Billing,2024-07-06,2024-07-27 00:00:00,Resolved,21.0
990624,54602,Mobile Banking App,Billing,2023-10-21,2023-11-19 00:00:00,Resolved,29.0
603833,85937,Fitness Tracker,Delivery,2024-03-02,2024-03-30 00:00:00,Resolved,28.0
916589,42160,Drone Delivery Service,Service,2023-12-20,Unresolved,Unresolved,0.0
214011,54861,Drone Delivery Service,Service,2024-02-05,2024-02-22 00:00:00,Resolved,17.0
347330,45730,Cloud Storage,Service,2024-06-07,2024-06-12 00:00:00,Resolved,5.0
974934,14930,Personal Safe,Product Quality,2024-08-08,2024-08-31 00:00:00,Resolved,23.0
437932,91732,Mobile Banking App,Delivery,2024-03-02,2024-03-25 00:00:00,Resolved,23.0
504613,65612,Customer Support Service,Product Quality,2024-06-16,2024-06-17 00:00:00,Resolved,1.0
155795,37240,Weight Loss Program,Billing,2024-07-13,2024-07-20 00:00:00,Resolved,7.0
453883,40964,Fitness Tracker,Billing,2024-02-06,2024-02-08 00:00:00,Resolved,2.0
469577,49054,Cloud Storage,Service,2024-02-02,Unresolved,Unresolved,0.0
328471,22638,Insurance Plan,Billing,2024-06-18,2024-07-11 00:00:00,Resolved,23.0
695390,28521,Home Security System,Product Quality,2023-11-28,2023-12-11 00:00:00,Resolved,13.0
244195,10692,Home Security System,Delivery,2024-08-12,2024-08-25 00:00:00,Resolved,13.0
600371,75503,Insurance Plan,Delivery,2024-07-21,Unresolved,Unresolved,0.0
827477,95638,Mobile Banking App,Billing,2024-05-25,2024-06-09 00:00:00,Resolved,15.0
963917,34479,Mobile Banking App,Service,2024-07-29,2024-08-10 00:00:00,Resolved,12.0
535828,33382,Personal Safe,Service,2023-09-04,2023-09-20 00:00:00,Resolved,16.0
817964,65342,Drone Delivery Service,Billing,2023-11-25,Unresolved,Unresolved,0.0
664159,15051,Mobile Banking App,Technical Support,2023-12-19,2023-12-21 00:00:00,Resolved,2.0
448071,85732,Insurance Plan,Billing,2024-07-09,2024-07-30 00:00:00,Resolved,21.0
505119,72595,Personal Safe,Technical Support,2024-05-18,Unresolved,Unresolved,0.0
478908,79315,Weight Loss Program,Technical Support,2023-11-26,2023-12-17 00:00:00,Resolved,21.0
290210,54422,Mobile Banking App,Delivery,2024-05-02,2024-05-18 00:00:00,Resolved,16.0
344633,35996,Drone Delivery Service,Product Quality,2024-08-28,Unresolved,Unresolved,0.0
843649,97687,Personal Safe,Service,2024-02-19,Unresolved,Unresolved,0.0
532765,89064,Fitness Tracker,Product Quality,2023-10-25,2023-10-30 00:00:00,Resolved,5.0
937505,37665,Cloud Storage,Billing,2023-11-04,2023-11-05 00:00:00,Resolved,1.0
667876,80444,Personal Safe,Service,2023-09-06,2023-09-21 00:00:00,Resolved,15.0
115782,63410,Weight Loss Program,Service,2024-05-13,2024-06-06 00:00:00,Resolved,24.0
284250,34684,Drone Delivery Service,Service,2024-05-08,2024-05-11 00:00:00,Resolved,3.0
878132,17300,Digital Scale,Technical Support,2023-10-28,2023-10-30 00:00:00,Resolved,2.0
301631,22053,Home Security System,Service,2024-01-17,2024-02-03 00:00:00,Resolved,17.0
955413,33158,Insurance Plan,Billing,2023-11-19,2023-11-21 00:00:00,Resolved,2.0
622350,73404,Personal Safe,Product Quality,2024-07-18,2024-08-03 00:00:00,Resolved,16.0
680037,76537,Weight Loss Program,Service,2024-05-26,2024-06-06 00:00:00,Resolved,11.0
947370,71413,Digital Scale,Delivery,2023-09-19,Unresolved,Unresolved,0.0
506233,12961,Drone Delivery Service,Service,2023-12-09,Unresolved,Unresolved,0.0
960566,18409,Digital Scale,Delivery,2024-08-02,2024-08-15 00:00:00,Resolved,13.0
865841,64887,Drone Delivery Service,Delivery,2023-12-24,Unresolved,Unresolved,0.0
972664,78967,Fitness Tracker,Service,2024-01-01,2024-01-12 00:00:00,Resolved,11.0
164299,65533,Digital Scale,Product Quality,2024-04-24,2024-05-08 00:00:00,Resolved,14.0
304088,92240,Customer Support Service,Technical Support,2024-02-14,Unresolved,Unresolved,0.0
651292,57318,Customer Support Service,Service,2024-05-28,2024-06-21 00:00:00,Resolved,24.0
560413,14913,Home Security System,Technical Support,2023-11-14,2023-12-06 00:00:00,Resolved,22.0
414155,45553,Customer Support Service,Service,2024-03-11,2024-04-03 00:00:00,Resolved,23.0
687799,38376,Mobile Banking App,Technical Support,2024-04-07,Unresolved,Unresolved,0.0
266990,89574,Drone Delivery Service,Product Quality,2023-10-13,Unresolved,Unresolved,0.0
526924,89565,Home Security System,Billing,2024-04-18,Unresolved,Unresolved,0.0
769587,19057,Weight Loss Program,Billing,2024-05-25,2024-06-11 00:00:00,Resolved,17.0
128204,75809,Drone Delivery Service,Product Quality,2024-04-12,2024-04-17 00:00:00,Resolved,5.0
616063,49759,Cloud Storage,Technical Support,2023-12-24,2024-01-19 00:00:00,Resolved,26.0
711908,74408,Customer Support Service,Delivery,2024-02-14,2024-02-23 00:00:00,Resolved,9.0
639005,92658,Fitness Tracker,Service,2024-01-07,2024-01-13 00:00:00,Resolved,6.0
399237,54816,Weight Loss Program,Service,2024-01-26,2024-02-04 00:00:00,Resolved,9.0
121083,94680,Mobile Banking App,Service,2023-12-03,2023-12-10 00:00:00,Resolved,7.0
200868,81973,Customer Support Service,Billing,2023-12-31,2024-01-11 00:00:00,Resolved,11.0
999409,74698,Fitness Tracker,Product Quality,2023-12-01,Unresolved,Unresolved,0.0
362696,48254,Digital Scale,Billing,2023-08-31,Unresolved,Unresolved,0.0
345669,40775,Drone Delivery Service,Service,2024-05-31,2024-06-17 00:00:00,Resolved,17.0
505430,43166,Cloud Storage,Delivery,2023-11-02,Unresolved,Unresolved,0.0
116733,61197,Weight Loss Program,Technical Support,2024-01-05,2024-01-06 00:00:00,Resolved,1.0
964784,27929,Fitness Tracker,Technical Support,2024-02-15,2024-02-16 00:00:00,Resolved,1.0
440587,63840,Drone Delivery Service,Service,2024-03-21,2024-04-13 00:00:00,Resolved,23.0
784655,72244,Digital Scale,Technical Support,2024-01-16,Unresolved,Unresolved,0.0
377891,93809,Cloud Storage,Product Quality,2024-07-02,Unresolved,Unresolved,0.0
123770,89341,Fitness Tracker,Product Quality,2023-11-18,2023-11-23 00:00:00,Resolved,5.0
938426,51466,Customer Support Service,Technical Support,2024-05-22,2024-06-20 00:00:00,Resolved,29.0
570276,79075,Digital Scale,Delivery,2024-01-29,2024-02-08 00:00:00,Resolved,10.0
809982,49860,Home Security System,Product Quality,2024-06-19,2024-06-29 00:00:00,Resolved,10.0
387573,74221,Digital Scale,Product Quality,2024-05-10,Unresolved,Unresolved,0.0
463872,91309,Mobile Banking App,Delivery,2024-05-05,2024-06-01 00:00:00,Resolved,27.0
348737,62094,Drone Delivery Service,Billing,2023-11-24,2023-12-15 00:00:00,Resolved,21.0
308025,78537,Insurance Plan,Product Quality,2024-01-01,2024-01-10 00:00:00,Resolved,9.0
652331,33050,Cloud Storage,Product Quality,2023-11-11,2023-12-10 00:00:00,Resolved,29.0
285420,10452,Personal Safe,Billing,2023-11-28,Unresolved,Unresolved,0.0
701490,27810,Weight Loss Program,Product Quality,2024-05-04,2024-05-31 00:00:00,Resolved,27.0
372638,72203,Weight Loss Program,Delivery,2023-11-26,Unresolved,Unresolved,0.0
272423,12117,Digital Scale,Product Quality,2024-02-14,2024-03-02 00:00:00,Resolved,17.0
630429,90234,Insurance Plan,Service,2024-03-07,2024-03-29 00:00:00,Resolved,22.0
781139,79929,Insurance Plan,Technical Support,2023-11-23,2023-12-02 00:00:00,Resolved,9.0
307219,20394,Mobile Banking App,Billing,2023-11-24,2023-12-14 00:00:00,Resolved,20.0
295928,80077,Cloud Storage,Delivery,2024-07-02,Unresolved,Unresolved,0.0
522290,16548,Home Security System,Billing,2024-05-06,2024-05-08 00:00:00,Resolved,2.0
773821,90612,Insurance Plan,Product Quality,2023-12-23,2024-01-21 00:00:00,Resolved,29.0
714185,73738,Personal Safe,Service,2023-10-11,2023-10-15 00:00:00,Resolved,4.0
556747,74995,Weight Loss Program,Delivery,2024-05-12,2024-05-30 00:00:00,Resolved,18.0
603009,72962,Customer Support Service,Technical Support,2024-05-18,2024-06-01 00:00:00,Resolved,14.0
841313,55016,Customer Support Service,Technical Support,2023-12-23,2024-01-22 00:00:00,Resolved,30.0
686296,36571,Insurance Plan,Delivery,2024-01-05,2024-01-30 00:00:00,Resolved,25.0
334320,36089,Weight Loss Program,Delivery,2024-05-19,2024-06-17 00:00:00,Resolved,29.0
929642,58712,Fitness Tracker,Technical Support,2023-12-02,2023-12-27 00:00:00,Resolved,25.0
342699,15671,Fitness Tracker,Service,2023-09-03,Unresolved,Unresolved,0.0
647170,88497,Personal Safe,Delivery,2024-01-27,Unresolved,Unresolved,0.0
990835,74052,Mobile Banking App,Delivery,2023-10-10,Unresolved,Unresolved,0.0
380716,62430,Insurance Plan,Technical Support,2024-06-17,2024-06-19 00:00:00,Resolved,2.0
187483,61540,Home Security System,Technical Support,2024-07-25,2024-08-13 00:00:00,Resolved,19.0
107287,88417,Customer Support Service,Technical Support,2023-11-02,2023-11-22 00:00:00,Resolved,20.0
122412,72378,Cloud Storage,Billing,2024-01-16,2024-01-27 00:00:00,Resolved,11.0
700115,93834,Mobile Banking App,Billing,2023-11-18,Unresolved,Unresolved,0.0
670603,26346,Fitness Tracker,Technical Support,2023-09-26,Unresolved,Unresolved,0.0
846306,72107,Cloud Storage,Product Quality,2024-01-22,Unresolved,Unresolved,0.0
959643,82560,Weight Loss Program,Billing,2024-02-12,2024-02-18 00:00:00,Resolved,6.0
524129,19107,Personal Safe,Billing,2024-07-01,Unresolved,Unresolved,0.0
512179,39813,Weight Loss Program,Service,2024-04-03,2024-04-21 00:00:00,Resolved,18.0
420112,12265,Customer Support Service,Service,2023-12-27,2024-01-24 00:00:00,Resolved,28.0
570206,27689,Digital Scale,Delivery,2024-06-14,2024-07-09 00:00:00,Resolved,25.0
833155,23952,Fitness Tracker,Billing,2024-06-28,2024-07-26 00:00:00,Resolved,28.0
361324,26112,Fitness Tracker,Service,2023-10-27,2023-11-17 00:00:00,Resolved,21.0
931323,77209,Insurance Plan,Product Quality,2024-06-23,2024-07-16 00:00:00,Resolved,23.0
782001,24072,Weight Loss Program,Technical Support,2024-01-11,2024-01-21 00:00:00,Resolved,10.0
936257,97409,Mobile Banking App,Product Quality,2023-12-10,2024-01-02 00:00:00,Resolved,23.0
303851,66489,Home Security System,Delivery,2024-05-31,2024-06-13 00:00:00,Resolved,13.0
154001,58098,Drone Delivery Service,Service,2024-02-10,2024-02-29 00:00:00,Resolved,19.0
576058,88557,Personal Safe,Product Quality,2023-12-04,Unresolved,Unresolved,0.0
386435,27812,Digital Scale,Technical Support,2023-10-24,2023-10-30 00:00:00,Resolved,6.0
739429,42084,Home Security System,Product Quality,2023-12-22,2024-01-09 00:00:00,Resolved,18.0
180584,86863,Insurance Plan,Delivery,2024-07-08,2024-08-03 00:00:00,Resolved,26.0
592602,22300,Customer Support Service,Product Quality,2024-04-18,Unresolved,Unresolved,0.0
958175,83435,Mobile Banking App,Delivery,2023-12-01,2023-12-20 00:00:00,Resolved,19.0
907246,95240,Personal Safe,Service,2024-06-18,2024-06-29 00:00:00,Resolved,11.0
703335,49646,Personal Safe,Billing,2023-10-22,2023-11-10 00:00:00,Resolved,19.0
395329,52214,Cloud Storage,Product Quality,2023-12-04,2023-12-13 00:00:00,Resolved,9.0
945740,58561,Digital Scale,Technical Support,2024-02-01,Unresolved,Unresolved,0.0
443456,98190,Personal Safe,Billing,2024-07-01,2024-07-02 00:00:00,Resolved,1.0
465822,80417,Fitness Tracker,Billing,2023-08-30,2023-09-28 00:00:00,Resolved,29.0
159104,27288,Mobile Banking App,Technical Support,2024-02-24,2024-03-10 00:00:00,Resolved,15.0
662710,12715,Home Security System,Delivery,2024-07-02,2024-07-10 00:00:00,Resolved,8.0
608432,76920,Personal Safe,Product Quality,2024-06-02,2024-06-26 00:00:00,Resolved,24.0
142079,72581,Customer Support Service,Technical Support,2023-09-20,2023-10-12 00:00:00,Resolved,22.0
747382,77701,Digital Scale,Service,2023-09-02,2023-09-12 00:00:00,Resolved,10.0
146094,70830,Customer Support Service,Delivery,2023-08-29,2023-09-05 00:00:00,Resolved,7.0
126068,35426,Mobile Banking App,Product Quality,2023-10-15,2023-11-08 00:00:00,Resolved,24.0
778073,69906,Drone Delivery Service,Technical Support,2023-11-14,2023-11-24 00:00:00,Resolved,10.0
178827,35836,Cloud Storage,Technical Support,2023-11-30,Unresolved,Unresolved,0.0
495258,35193,Personal Safe,Delivery,2024-05-29,2024-06-26 00:00:00,Resolved,28.0
632028,19972,Home Security System,Delivery,2024-02-01,2024-02-27 00:00:00,Resolved,26.0
590892,19636,Mobile Banking App,Service,2023-11-27,2023-12-17 00:00:00,Resolved,20.0
703008,83408,Personal Safe,Product Quality,2023-09-16,Unresolved,Unresolved,0.0
959378,75162,Personal Safe,Delivery,2024-01-25,2024-02-09 00:00:00,Resolved,15.0
952409,23346,Weight Loss Program,Service,2023-10-19,2023-10-21 00:00:00,Resolved,2.0
178637,56921,Cloud Storage,Billing,2023-12-06,2023-12-24 00:00:00,Resolved,18.0
541798,25111,Digital Scale,Product Quality,2024-05-22,Unresolved,Unresolved,0.0
274889,79157,Weight Loss Program,Technical Support,2023-11-06,2023-11-27 00:00:00,Resolved,21.0
561869,72892,Personal Safe,Product Quality,2023-10-12,Unresolved,Unresolved,0.0
105368,61420,Digital Scale,Technical Support,2024-04-01,2024-04-18 00:00:00,Resolved,17.0
797666,55491,Home Security System,Technical Support,2023-11-29,2023-12-26 00:00:00,Resolved,27.0
207193,47452,Digital Scale,Technical Support,2023-11-10,2023-12-10 00:00:00,Resolved,30.0
744211,75411,Cloud Storage,Service,2024-01-17,2024-02-03 00:00:00,Resolved,17.0
914345,15274,Home Security System,Product Quality,2024-02-19,2024-03-04 00:00:00,Resolved,14.0
717107,81769,Fitness Tracker,Technical Support,2024-03-24,Unresolved,Unresolved,0.0
177506,20982,Fitness Tracker,Delivery,2023-11-20,2023-12-18 00:00:00,Resolved,28.0
601052,22615,Personal Safe,Product Quality,2024-06-04,2024-06-06 00:00:00,Resolved,2.0
207366,90213,Drone Delivery Service,Billing,2023-11-26,2023-12-19 00:00:00,Resolved,23.0
275937,86128,Home Security System,Technical Support,2023-10-04,2023-10-27 00:00:00,Resolved,23.0
402266,13769,Weight Loss Program,Billing,2024-06-05,2024-07-04 00:00:00,Resolved,29.0
723332,23875,Home Security System,Service,2024-06-11,Unresolved,Unresolved,0.0
512700,72971,Personal Safe,Service,2023-09-08,2023-09-11 00:00:00,Resolved,3.0
357092,99555,Insurance Plan,Technical Support,2024-02-12,2024-02-23 00:00:00,Resolved,11.0
233286,85043,Weight Loss Program,Technical Support,2023-09-12,2023-10-06 00:00:00,Resolved,24.0
551178,66525,Drone Delivery Service,Product Quality,2024-04-19,Unresolved,Unresolved,0.0
122588,27288,Digital Scale,Billing,2024-07-14,2024-07-25 00:00:00,Resolved,11.0
744639,81457,Mobile Banking App,Technical Support,2024-02-07,Unresolved,Unresolved,0.0
611665,39762,Personal Safe,Delivery,2024-07-11,2024-07-20 00:00:00,Resolved,9.0
344507,30383,Fitness Tracker,Delivery,2024-07-24,Unresolved,Unresolved,0.0
484880,19994,Cloud Storage,Product Quality,2024-03-06,2024-03-20 00:00:00,Resolved,14.0
658680,25261,Weight Loss Program,Service,2023-09-02,2023-09-22 00:00:00,Resolved,20.0
318799,42138,Personal Safe,Billing,2023-11-02,2023-11-03 00:00:00,Resolved,1.0
378744,28617,Home Security System,Product Quality,2024-05-04,2024-05-16 00:00:00,Resolved,12.0
205335,49740,Cloud Storage,Product Quality,2024-05-27,2024-06-03 00:00:00,Resolved,7.0
517440,58731,Drone Delivery Service,Product Quality,2023-12-10,2023-12-11 00:00:00,Resolved,1.0
