Complaint ID,Customer ID,Product/Service,Complaint Category,Date Filed,Date Resolved,Status,Resolution Time (Days)
800923,63681,Fitness Tracker,Product Quality,2024-04-12,2024-05-06 00:00:00,Resolved,24.0
103574,27328,Fitness Tracker,Delivery,2023-10-19,2023-11-09 00:00:00,Resolved,21.0
586810,13423,Fitness Tracker,Product Quality,2023-10-04,2023-10-30 00:00:00,Resolved,26.0
748717,85901,Personal Safe,Service,2024-04-24,2024-04-29 00:00:00,Resolved,5.0
298716,46547,Insurance Plan,Technical Support,2023-12-09,2024-01-08 00:00:00,Resolved,30.0
669037,34065,Personal Safe,Service,2024-01-05,2024-01-30 00:00:00,Resolved,25.0
905920,63027,Fitness Tracker,Product Quality,2024-05-04,2024-05-25 00:00:00,Resolved,21.0
825343,70164,Customer Support Service,Technical Support,2024-04-12,Unresolved,Unresolved,0.0
730865,16605,Drone Delivery Service,Delivery,2024-05-16,2024-06-02 00:00:00,Resolved,17.0
499694,93449,Fitness Tracker,Billing,2023-11-11,2023-11-25 00:00:00,Resolved,14.0
616115,33690,Fitness Tracker,Service,2023-12-16,Unresolved,Unresolved,0.0
677549,64867,Cloud Storage,Service,2023-11-27,Unresolved,Unresolved,0.0
748064,33126,Digital Scale,Delivery,2023-12-11,2023-12-26 00:00:00,Resolved,15.0
123528,48767,Weight Loss Program,Billing,2024-01-10,2024-02-05 00:00:00,Resolved,26.0
597392,26112,Home Security System,Technical Support,2024-03-22,2024-04-16 00:00:00,Resolved,25.0
594201,78896,Drone Delivery Service,Service,2024-07-17,2024-08-03 00:00:00,Resolved,17.0
831633,20386,Drone Delivery Service,Service,2024-03-25,2024-04-05 00:00:00,Resolved,11.0
623442,23707,Cloud Storage,Product Quality,2024-04-08,2024-04-29 00:00:00,Resolved,21.0
449109,67727,Cloud Storage,Delivery,2024-04-13,2024-05-03 00:00:00,Resolved,20.0
553273,23894,Mobile Banking App,Service,2023-09-24,2023-10-13 00:00:00,Resolved,19.0
513649,43568,Cloud Storage,Product Quality,2024-08-18,2024-08-31 00:00:00,Resolved,13.0
775603,68819,Personal Safe,Technical Support,2024-05-14,2024-06-08 00:00:00,Resolved,25.0
602216,59921,Insurance Plan,Delivery,2024-01-19,2024-02-08 00:00:00,Resolved,20.0
364104,58600,Cloud Storage,Delivery,2023-11-02,2023-11-04 00:00:00,Resolved,2.0
959755,19491,Cloud Storage,Technical Support,2023-10-24,2023-11-04 00:00:00,Resolved,11.0
148623,75917,Cloud Storage,Delivery,2024-06-04,2024-07-02 00:00:00,Resolved,28.0
178304,55472,Home Security System,Technical Support,2024-03-17,2024-03-29 00:00:00,Resolved,12.0
593271,44826,Personal Safe,Service,2024-06-21,2024-06-26 00:00:00,Resolved,5.0
451522,29233,Digital Scale,Product Quality,2023-11-24,2023-12-18 00:00:00,Resolved,24.0
364976,38040,Fitness Tracker,Technical Support,2023-11-02,Unresolved,Unresolved,0.0
513405,86761,Personal Safe,Technical Support,2024-07-03,2024-07-28 00:00:00,Resolved,25.0
276850,16891,Cloud Storage,Service,2024-01-30,2024-02-16 00:00:00,Resolved,17.0
292395,98470,Weight Loss Program,Billing,2024-03-16,2024-04-15 00:00:00,Resolved,30.0
225119,26100,Weight Loss Program,Technical Support,2023-12-02,Unresolved,Unresolved,0.0
972685,52194,Cloud Storage,Product Quality,2023-12-20,2024-01-03 00:00:00,Resolved,14.0
153088,63937,Drone Delivery Service,Service,2024-06-17,2024-06-28 00:00:00,Resolved,11.0
831650,98538,Fitness Tracker,Technical Support,2024-02-25,2024-03-04 00:00:00,Resolved,8.0
351542,54299,Cloud Storage,Technical Support,2024-06-20,2024-06-21 00:00:00,Resolved,1.0
189588,34715,Digital Scale,Delivery,2024-08-16,2024-09-08 00:00:00,Resolved,23.0
965422,43733,Fitness Tracker,Service,2023-10-02,2023-10-12 00:00:00,Resolved,10.0
477617,67875,Fitness Tracker,Delivery,2023-11-19,2023-12-01 00:00:00,Resolved,12.0
744061,20101,Mobile Banking App,Technical Support,2023-10-03,2023-10-06 00:00:00,Resolved,3.0
994162,12337,Customer Support Service,Technical Support,2024-04-09,2024-05-02 00:00:00,Resolved,23.0
603852,56127,Customer Support Service,Billing,2024-06-23,2024-07-22 00:00:00,Resolved,29.0
602096,63743,Fitness Tracker,Technical Support,2023-09-26,Unresolved,Unresolved,0.0
247558,82822,Fitness Tracker,Technical Support,2024-04-29,Unresolved,Unresolved,0.0
574326,63553,Weight Loss Program,Service,2023-10-31,2023-11-24 00:00:00,Resolved,24.0
596870,13705,Customer Support Service,Product Quality,2023-12-25,2023-12-29 00:00:00,Resolved,4.0
433716,33485,Home Security System,Service,2024-01-31,2024-02-08 00:00:00,Resolved,8.0
533297,21877,Home Security System,Technical Support,2023-12-11,Unresolved,Unresolved,0.0
761232,56391,Personal Safe,Delivery,2024-04-20,Unresolved,Unresolved,0.0
891376,87550,Cloud Storage,Product Quality,2024-07-29,Unresolved,Unresolved,0.0
507918,40414,Customer Support Service,Service,2024-01-07,2024-01-15 00:00:00,Resolved,8.0
381422,40413,Cloud Storage,Billing,2024-04-04,2024-04-25 00:00:00,Resolved,21.0
795305,15104,Personal Safe,Delivery,2024-06-29,2024-07-18 00:00:00,Resolved,19.0
231128,90025,Weight Loss Program,Delivery,2023-10-20,2023-11-18 00:00:00,Resolved,29.0
492660,43436,Insurance Plan,Product Quality,2023-11-09,2023-11-19 00:00:00,Resolved,10.0
650878,11553,Drone Delivery Service,Technical Support,2023-09-18,2023-09-20 00:00:00,Resolved,2.0
149381,54006,Digital Scale,Technical Support,2024-04-30,Unresolved,Unresolved,0.0
682131,27689,Weight Loss Program,Product Quality,2024-08-11,2024-09-03 00:00:00,Resolved,23.0
965337,30762,Fitness Tracker,Service,2023-11-21,Unresolved,Unresolved,0.0
536548,98958,Insurance Plan,Service,2024-05-31,Unresolved,Unresolved,0.0
131041,99397,Insurance Plan,Delivery,2024-02-16,2024-02-26 00:00:00,Resolved,10.0
735266,74243,Weight Loss Program,Delivery,2024-06-21,2024-07-18 00:00:00,Resolved,27.0
263192,31870,Mobile Banking App,Product Quality,2023-09-28,2023-10-23 00:00:00,Resolved,25.0
799683,99697,Fitness Tracker,Product Quality,2024-06-25,2024-06-29 00:00:00,Resolved,4.0
653791,94573,Drone Delivery Service,Service,2024-01-31,2024-02-16 00:00:00,Resolved,16.0
451707,10320,Fitness Tracker,Technical Support,2023-10-10,Unresolved,Unresolved,0.0
105841,98199,Customer Support Service,Product Quality,2024-03-25,2024-04-18 00:00:00,Resolved,24.0
390682,52301,Personal Safe,Product Quality,2023-12-13,2024-01-04 00:00:00,Resolved,22.0
899948,59990,Insurance Plan,Service,2024-07-12,2024-07-29 00:00:00,Resolved,17.0
290963,56614,Fitness Tracker,Technical Support,2023-10-20,2023-11-07 00:00:00,Resolved,18.0
702971,96350,Fitness Tracker,Technical Support,2023-10-21,2023-11-11 00:00:00,Resolved,21.0
962739,41632,Personal Safe,Service,2024-02-27,2024-03-10 00:00:00,Resolved,12.0
673541,22719,Cloud Storage,Delivery,2024-06-04,2024-06-10 00:00:00,Resolved,6.0
303384,16962,Cloud Storage,Service,2023-09-01,2023-09-28 00:00:00,Resolved,27.0
645465,16975,Digital Scale,Delivery,2023-11-02,2023-11-07 00:00:00,Resolved,5.0
345602,66597,Insurance Plan,Product Quality,2024-02-19,2024-02-26 00:00:00,Resolved,7.0
164896,31691,Drone Delivery Service,Billing,2024-03-12,2024-03-21 00:00:00,Resolved,9.0
741452,93932,Insurance Plan,Product Quality,2023-12-15,2023-12-21 00:00:00,Resolved,6.0
913358,69084,Customer Support Service,Billing,2024-01-02,Unresolved,Unresolved,0.0
415761,25575,Personal Safe,Technical Support,2024-02-24,2024-03-03 00:00:00,Resolved,8.0
868087,78302,Drone Delivery Service,Service,2023-11-23,2023-12-10 00:00:00,Resolved,17.0
773855,48135,Mobile Banking App,Service,2023-09-13,2023-10-10 00:00:00,Resolved,27.0
582157,86303,Customer Support Service,Billing,2024-04-28,Unresolved,Unresolved,0.0
532037,92514,Mobile Banking App,Service,2024-02-13,2024-02-16 00:00:00,Resolved,3.0
432472,64657,Drone Delivery Service,Service,2023-11-22,2023-12-22 00:00:00,Resolved,30.0
732448,38588,Mobile Banking App,Billing,2023-12-24,Unresolved,Unresolved,0.0
315522,97200,Customer Support Service,Service,2024-08-25,2024-09-01 00:00:00,Resolved,7.0
188919,42146,Customer Support Service,Technical Support,2023-10-10,2023-10-28 00:00:00,Resolved,18.0
888015,93030,Mobile Banking App,Billing,2024-04-14,2024-05-11 00:00:00,Resolved,27.0
820299,31159,Personal Safe,Delivery,2024-08-13,2024-08-17 00:00:00,Resolved,4.0
272751,55174,Home Security System,Service,2023-09-22,2023-10-15 00:00:00,Resolved,23.0
832807,69925,Personal Safe,Technical Support,2023-11-02,2023-11-21 00:00:00,Resolved,19.0
910684,34865,Fitness Tracker,Billing,2024-08-18,2024-08-29 00:00:00,Resolved,11.0
820220,86501,Cloud Storage,Product Quality,2024-02-28,2024-03-04 00:00:00,Resolved,5.0
295185,93862,Customer Support Service,Delivery,2023-09-01,2023-09-21 00:00:00,Resolved,20.0
444400,77750,Mobile Banking App,Technical Support,2024-07-26,2024-08-06 00:00:00,Resolved,11.0
910277,62171,Mobile Banking App,Billing,2024-07-25,2024-08-02 00:00:00,Resolved,8.0
792947,91730,Drone Delivery Service,Billing,2024-01-26,2024-02-01 00:00:00,Resolved,6.0
744045,98470,Personal Safe,Product Quality,2024-06-09,2024-06-12 00:00:00,Resolved,3.0
476342,49875,Mobile Banking App,Service,2023-11-15,2023-11-17 00:00:00,Resolved,2.0
467026,33442,Home Security System,Delivery,2024-08-26,2024-09-02 00:00:00,Resolved,7.0
784625,53832,Weight Loss Program,Billing,2023-12-25,2024-01-01 00:00:00,Resolved,7.0
115642,94704,Insurance Plan,Service,2024-02-07,2024-03-01 00:00:00,Resolved,23.0
408633,55173,Weight Loss Program,Service,2023-09-22,Unresolved,Unresolved,0.0
175482,34652,Digital Scale,Product Quality,2024-03-23,2024-04-02 00:00:00,Resolved,10.0
497965,78403,Digital Scale,Technical Support,2024-03-21,2024-03-31 00:00:00,Resolved,10.0
245294,50561,Weight Loss Program,Service,2024-05-19,2024-06-11 00:00:00,Resolved,23.0
938470,14604,Insurance Plan,Service,2024-02-04,Unresolved,Unresolved,0.0
690984,56058,Weight Loss Program,Billing,2023-09-22,2023-10-18 00:00:00,Resolved,26.0
593897,17239,Personal Safe,Delivery,2024-08-19,2024-09-06 00:00:00,Resolved,18.0
880705,98935,Fitness Tracker,Billing,2024-08-22,2024-08-30 00:00:00,Resolved,8.0
363099,68347,Home Security System,Product Quality,2023-09-18,2023-10-12 00:00:00,Resolved,24.0
496348,40799,Customer Support Service,Service,2023-09-09,2023-09-26 00:00:00,Resolved,17.0
372371,18775,Personal Safe,Delivery,2024-06-09,2024-06-22 00:00:00,Resolved,13.0
400264,45334,Home Security System,Billing,2023-11-06,Unresolved,Unresolved,0.0
947197,55149,Fitness Tracker,Delivery,2024-01-01,2024-01-28 00:00:00,Resolved,27.0
163862,76291,Personal Safe,Technical Support,2024-01-05,2024-01-08 00:00:00,Resolved,3.0
990873,49434,Customer Support Service,Product Quality,2024-05-21,Unresolved,Unresolved,0.0
737725,17133,Digital Scale,Product Quality,2023-10-07,2023-10-24 00:00:00,Resolved,17.0
437155,81312,Insurance Plan,Service,2024-07-04,2024-08-03 00:00:00,Resolved,30.0
822691,76494,Insurance Plan,Billing,2023-09-14,2023-10-05 00:00:00,Resolved,21.0
971815,27320,Cloud Storage,Delivery,2024-02-19,2024-03-12 00:00:00,Resolved,22.0
956637,44191,Fitness Tracker,Technical Support,2023-08-31,2023-09-07 00:00:00,Resolved,7.0
222981,34184,Cloud Storage,Delivery,2024-05-16,2024-06-10 00:00:00,Resolved,25.0
471551,87889,Customer Support Service,Delivery,2024-07-05,Unresolved,Unresolved,0.0
959994,93346,Cloud Storage,Service,2024-06-13,2024-07-04 00:00:00,Resolved,21.0
508902,93011,Personal Safe,Billing,2023-09-05,2023-09-08 00:00:00,Resolved,3.0
286528,90906,Home Security System,Product Quality,2024-07-23,2024-08-18 00:00:00,Resolved,26.0
102441,82577,Digital Scale,Service,2024-05-08,2024-06-06 00:00:00,Resolved,29.0
127125,66261,Digital Scale,Delivery,2023-09-14,2023-09-29 00:00:00,Resolved,15.0
758898,19772,Mobile Banking App,Delivery,2024-02-12,2024-03-04 00:00:00,Resolved,21.0
235893,65895,Drone Delivery Service,Technical Support,2024-01-02,2024-01-03 00:00:00,Resolved,1.0
619266,17439,Insurance Plan,Service,2024-03-18,2024-03-23 00:00:00,Resolved,5.0
268862,99048,Fitness Tracker,Billing,2024-07-03,2024-07-27 00:00:00,Resolved,24.0
863856,43236,Fitness Tracker,Technical Support,2024-07-13,2024-08-03 00:00:00,Resolved,21.0
301168,54637,Cloud Storage,Technical Support,2024-05-22,2024-06-14 00:00:00,Resolved,23.0
552420,64060,Fitness Tracker,Service,2024-05-30,Unresolved,Unresolved,0.0
881446,60252,Customer Support Service,Service,2024-03-28,2024-03-29 00:00:00,Resolved,1.0
401012,32140,Fitness Tracker,Delivery,2024-01-11,Unresolved,Unresolved,0.0
477641,13752,Drone Delivery Service,Delivery,2024-01-07,2024-01-26 00:00:00,Resolved,19.0
377081,44447,Drone Delivery Service,Service,2024-04-28,Unresolved,Unresolved,0.0
958460,57978,Personal Safe,Product Quality,2023-12-03,2023-12-14 00:00:00,Resolved,11.0
723555,71064,Mobile Banking App,Delivery,2024-05-06,2024-05-19 00:00:00,Resolved,13.0
565433,71931,Digital Scale,Technical Support,2024-01-05,2024-01-23 00:00:00,Resolved,18.0
152812,38669,Digital Scale,Service,2024-02-08,2024-02-14 00:00:00,Resolved,6.0
334047,60109,Fitness Tracker,Billing,2024-07-07,2024-07-16 00:00:00,Resolved,9.0
881916,66824,Customer Support Service,Service,2024-02-24,Unresolved,Unresolved,0.0
601488,27568,Insurance Plan,Billing,2024-07-13,2024-07-19 00:00:00,Resolved,6.0
628555,71065,Personal Safe,Technical Support,2023-10-09,2023-11-04 00:00:00,Resolved,26.0
642247,80617,Digital Scale,Service,2023-12-14,2023-12-18 00:00:00,Resolved,4.0
868891,68414,Fitness Tracker,Product Quality,2024-08-11,2024-08-21 00:00:00,Resolved,10.0
896381,86454,Insurance Plan,Service,2023-11-07,2023-12-05 00:00:00,Resolved,28.0
658625,81395,Weight Loss Program,Technical Support,2024-06-12,2024-06-22 00:00:00,Resolved,10.0
781504,44772,Home Security System,Service,2024-06-28,Unresolved,Unresolved,0.0
882308,79498,Drone Delivery Service,Service,2024-01-09,Unresolved,Unresolved,0.0
617767,62940,Fitness Tracker,Service,2024-05-27,Unresolved,Unresolved,0.0
119372,65347,Fitness Tracker,Delivery,2024-01-10,2024-02-07 00:00:00,Resolved,28.0
857182,38803,Drone Delivery Service,Technical Support,2023-12-09,2023-12-12 00:00:00,Resolved,3.0
546506,18737,Personal Safe,Service,2023-12-16,2024-01-13 00:00:00,Resolved,28.0
453452,66546,Home Security System,Technical Support,2024-03-30,2024-04-15 00:00:00,Resolved,16.0
450050,53993,Mobile Banking App,Delivery,2023-09-13,Unresolved,Unresolved,0.0
577369,31905,Insurance Plan,Technical Support,2023-09-30,2023-10-03 00:00:00,Resolved,3.0
962050,68712,Drone Delivery Service,Technical Support,2024-04-02,2024-05-02 00:00:00,Resolved,30.0
612969,92844,Home Security System,Product Quality,2023-09-10,Unresolved,Unresolved,0.0
138805,11907,Personal Safe,Billing,2024-04-27,2024-05-08 00:00:00,Resolved,11.0
836576,15618,Mobile Banking App,Product Quality,2024-04-22,2024-05-13 00:00:00,Resolved,21.0
559546,62996,Insurance Plan,Service,2024-06-28,2024-07-07 00:00:00,Resolved,9.0
139396,28604,Drone Delivery Service,Technical Support,2023-10-03,2023-10-11 00:00:00,Resolved,8.0
161384,16128,Drone Delivery Service,Product Quality,2023-11-16,2023-11-23 00:00:00,Resolved,7.0
657265,85710,Digital Scale,Billing,2023-10-07,2023-11-03 00:00:00,Resolved,27.0
605228,18920,Weight Loss Program,Technical Support,2024-01-12,2024-01-24 00:00:00,Resolved,12.0
150546,12762,Insurance Plan,Technical Support,2024-03-30,2024-04-11 00:00:00,Resolved,12.0
925349,98523,Mobile Banking App,Delivery,2023-11-19,2023-12-16 00:00:00,Resolved,27.0
143014,26000,Weight Loss Program,Billing,2024-06-09,2024-06-24 00:00:00,Resolved,15.0
170479,53496,Home Security System,Delivery,2024-01-03,2024-01-23 00:00:00,Resolved,20.0
104266,77521,Personal Safe,Billing,2023-09-02,2023-09-20 00:00:00,Resolved,18.0
300785,89293,Home Security System,Service,2024-04-24,2024-05-02 00:00:00,Resolved,8.0
183285,12896,Home Security System,Service,2024-08-07,Unresolved,Unresolved,0.0
214134,47873,Insurance Plan,Delivery,2024-01-17,2024-02-13 00:00:00,Resolved,27.0
746234,72393,Mobile Banking App,Billing,2023-12-16,2023-12-17 00:00:00,Resolved,1.0
664694,83773,Weight Loss Program,Delivery,2024-05-02,2024-05-20 00:00:00,Resolved,18.0
252599,12905,Digital Scale,Delivery,2024-01-06,2024-01-08 00:00:00,Resolved,2.0
125123,30569,Drone Delivery Service,Service,2024-05-06,2024-05-12 00:00:00,Resolved,6.0
271758,69433,Weight Loss Program,Delivery,2024-07-10,2024-07-29 00:00:00,Resolved,19.0
176853,59840,Mobile Banking App,Technical Support,2024-07-02,2024-07-15 00:00:00,Resolved,13.0
699947,44178,Customer Support Service,Technical Support,2024-08-02,2024-08-09 00:00:00,Resolved,7.0
678523,87500,Mobile Banking App,Delivery,2023-12-06,Unresolved,Unresolved,0.0
887458,32706,Drone Delivery Service,Billing,2024-02-16,2024-02-28 00:00:00,Resolved,12.0
364236,12661,Drone Delivery Service,Billing,2024-04-07,2024-04-14 00:00:00,Resolved,7.0
628934,58515,Digital Scale,Service,2023-10-24,2023-11-15 00:00:00,Resolved,22.0
417671,78431,Drone Delivery Service,Delivery,2023-11-26,Unresolved,Unresolved,0.0
391080,92186,Mobile Banking App,Technical Support,2024-07-06,2024-07-10 00:00:00,Resolved,4.0
810917,82502,Cloud Storage,Product Quality,2024-06-08,2024-06-09 00:00:00,Resolved,1.0
112408,32928,Drone Delivery Service,Service,2023-09-27,Unresolved,Unresolved,0.0
214732,11823,Customer Support Service,Product Quality,2024-06-01,2024-06-02 00:00:00,Resolved,1.0
347358,58106,Drone Delivery Service,Billing,2024-01-25,2024-02-19 00:00:00,Resolved,25.0
583478,87256,Customer Support Service,Billing,2023-12-15,2023-12-18 00:00:00,Resolved,3.0
161264,57564,Drone Delivery Service,Service,2024-07-13,2024-07-19 00:00:00,Resolved,6.0
410498,75928,Digital Scale,Billing,2024-08-01,2024-08-25 00:00:00,Resolved,24.0
479524,75312,Digital Scale,Service,2023-09-20,2023-10-19 00:00:00,Resolved,29.0
894423,77788,Weight Loss Program,Service,2024-05-14,2024-05-18 00:00:00,Resolved,4.0
987452,92435,Digital Scale,Product Quality,2023-09-17,2023-09-29 00:00:00,Resolved,12.0
994876,34356,Personal Safe,Technical Support,2024-03-28,2024-04-02 00:00:00,Resolved,5.0
995257,55780,Personal Safe,Delivery,2023-10-02,2023-10-07 00:00:00,Resolved,5.0
780053,85077,Weight Loss Program,Delivery,2023-09-08,2023-09-10 00:00:00,Resolved,2.0
595389,71057,Personal Safe,Delivery,2023-11-14,2023-11-30 00:00:00,Resolved,16.0
692036,86617,Digital Scale,Service,2024-02-22,2024-03-01 00:00:00,Resolved,8.0
932135,88323,Customer Support Service,Billing,2024-07-29,2024-08-01 00:00:00,Resolved,3.0
333376,45297,Customer Support Service,Service,2024-06-15,2024-06-30 00:00:00,Resolved,15.0
556422,82850,Drone Delivery Service,Technical Support,2024-04-27,Unresolved,Unresolved,0.0
676955,87631,Cloud Storage,Product Quality,2023-12-08,2023-12-11 00:00:00,Resolved,3.0
269543,33840,Digital Scale,Billing,2024-02-06,2024-02-26 00:00:00,Resolved,20.0
812714,26560,Drone Delivery Service,Service,2024-05-30,2024-06-11 00:00:00,Resolved,12.0
952176,93400,Weight Loss Program,Delivery,2024-03-14,2024-03-28 00:00:00,Resolved,14.0
978148,67236,Insurance Plan,Billing,2024-02-16,2024-03-09 00:00:00,Resolved,22.0
927730,55043,Mobile Banking App,Product Quality,2024-01-17,Unresolved,Unresolved,0.0
883210,24968,Drone Delivery Service,Service,2024-07-15,2024-08-03 00:00:00,Resolved,19.0
374939,11233,Fitness Tracker,Product Quality,2024-03-27,2024-04-18 00:00:00,Resolved,22.0
800657,22568,Insurance Plan,Technical Support,2023-10-28,2023-11-03 00:00:00,Resolved,6.0
710548,86389,Customer Support Service,Technical Support,2023-10-09,2023-10-13 00:00:00,Resolved,4.0
328272,68450,Fitness Tracker,Technical Support,2024-04-13,2024-05-07 00:00:00,Resolved,24.0
784335,84322,Weight Loss Program,Product Quality,2024-08-11,Unresolved,Unresolved,0.0
913991,85278,Fitness Tracker,Service,2024-02-01,2024-02-14 00:00:00,Resolved,13.0
341088,46747,Customer Support Service,Delivery,2023-10-14,2023-10-24 00:00:00,Resolved,10.0
687616,26815,Mobile Banking App,Billing,2024-07-29,2024-08-26 00:00:00,Resolved,28.0
425195,56912,Mobile Banking App,Technical Support,2024-06-15,Unresolved,Unresolved,0.0
307434,97303,Drone Delivery Service,Product Quality,2024-05-08,2024-05-22 00:00:00,Resolved,14.0
541577,71597,Digital Scale,Product Quality,2024-01-10,Unresolved,Unresolved,0.0
471066,27275,Fitness Tracker,Product Quality,2024-05-25,2024-05-27 00:00:00,Resolved,2.0
817709,49997,Drone Delivery Service,Product Quality,2024-04-01,2024-04-17 00:00:00,Resolved,16.0
429894,63909,Personal Safe,Billing,2024-06-07,2024-06-26 00:00:00,Resolved,19.0
434883,50219,Customer Support Service,Service,2024-04-11,2024-05-04 00:00:00,Resolved,23.0
837847,81243,Drone Delivery Service,Delivery,2024-06-27,2024-07-22 00:00:00,Resolved,25.0
461668,62868,Fitness Tracker,Technical Support,2024-01-05,Unresolved,Unresolved,0.0
749301,68856,Cloud Storage,Product Quality,2024-02-02,2024-02-22 00:00:00,Resolved,20.0
879800,71819,Mobile Banking App,Service,2024-01-30,2024-02-11 00:00:00,Resolved,12.0
860141,94682,Home Security System,Billing,2024-02-22,2024-03-12 00:00:00,Resolved,19.0
797083,77763,Weight Loss Program,Product Quality,2024-03-07,2024-03-09 00:00:00,Resolved,2.0
250059,16324,Weight Loss Program,Billing,2024-06-08,2024-06-28 00:00:00,Resolved,20.0
505325,80596,Customer Support Service,Service,2023-09-10,2023-09-26 00:00:00,Resolved,16.0
992144,82545,Insurance Plan,Service,2024-01-15,2024-02-02 00:00:00,Resolved,18.0
579998,55573,Drone Delivery Service,Billing,2023-09-16,2023-09-24 00:00:00,Resolved,8.0
224912,13321,Insurance Plan,Service,2023-09-09,2023-10-05 00:00:00,Resolved,26.0
703767,22494,Cloud Storage,Technical Support,2023-12-11,2023-12-28 00:00:00,Resolved,17.0
506946,62223,Insurance Plan,Product Quality,2024-07-03,2024-07-30 00:00:00,Resolved,27.0
545167,54629,Insurance Plan,Product Quality,2024-02-26,2024-03-13 00:00:00,Resolved,16.0
253269,32195,Drone Delivery Service,Billing,2023-09-30,2023-10-12 00:00:00,Resolved,12.0
303414,69529,Mobile Banking App,Product Quality,2023-10-05,Unresolved,Unresolved,0.0
